"","Engine.Capacity","Fuel.Type","Co2"
"1919",2993,"Diesel",139
"1920",2993,"Diesel",144
"1921",2993,"Diesel",143
"1922",2993,"Diesel",148
"1923",2993,"Diesel",138
"1924",1995,"Diesel",132
"1925",1995,"Diesel",132
"1926",1995,"Diesel",136
"1927",1995,"Diesel",134
"1928",1995,"Diesel",141
"1929",1995,"Diesel",139
"1930",1995,"Diesel",146
"1931",2993,"Diesel",139
"1932",2993,"Diesel",144
"1933",2993,"Diesel",149
"1934",2993,"Diesel",149
"1935",2993,"Diesel",149
"1936",2993,"Diesel",143
"1937",2993,"Diesel",147
"1938",2993,"Diesel",147
"1939",2993,"Diesel",132
"1940",2993,"Diesel",137
"1941",2993,"Diesel",134
"1942",2993,"Diesel",139
"1943",2993,"Diesel",132
"1944",2993,"Diesel",137
"1945",2993,"Diesel",142
"1946",1995,"Diesel",132
"1947",1995,"Diesel",133
"1948",1995,"Diesel",132
"1949",1995,"Diesel",137
"1950",1995,"Diesel",134
"1951",1995,"Diesel",133
"1952",1995,"Diesel",138
"1953",1995,"Diesel",139
"1954",1995,"Diesel",145
"1955",1995,"Diesel",136
"1956",1995,"Diesel",142
"1957",1995,"Diesel",135
"1958",2993,"Diesel",149
"1959",1995,"Diesel",136
"1960",1995,"Diesel",142
"1961",1995,"Diesel",139
"1962",1995,"Diesel",145
"1963",1995,"Diesel",135
"1964",2993,"Diesel",149
"1965",1995,"Diesel",139
"1966",1995,"Diesel",141
"1967",1995,"Diesel",146
"1968",1995,"Diesel",148
"1969",1956,"Diesel",139
"1970",1956,"Diesel",147
"1971",2184,"Diesel",149
"1972",2184,"Diesel",149
"1973",1956,"Diesel",134
"1974",1956,"Diesel",150
"1975",1560,"Diesel",137
"1976",1560,"Diesel",139
"1977",1997,"Diesel",139
"1978",1997,"Diesel",143
"1979",1560,"Diesel",144
"1980",1560,"Diesel",137
"1981",1997,"Diesel",139
"1982",1560,"Diesel",139
"1983",1560,"Diesel",137
"1984",1997,"Diesel",143
"1985",1560,"Diesel",139
"1986",1560,"Diesel",137
"1987",1560,"Diesel",133
"1988",1560,"Diesel",144
"1989",1560,"Diesel",144
"1990",1560,"Diesel",139
"1991",1560,"Diesel",135
"1992",1956,"Diesel",144
"1993",1598,"Diesel",144
"1994",1598,"Diesel",137
"1995",1598,"Diesel",137
"1996",1598,"Diesel",144
"1997",1598,"Diesel",145
"1998",1997,"Diesel",149
"1999",1997,"Diesel",149
"2000",1997,"Diesel",144
"2001",1997,"Diesel",147
"2002",1997,"Diesel",132
"2003",1997,"Diesel",134
"2004",1997,"Diesel",139
"2005",1997,"Diesel",137
"2006",1997,"Diesel",132
"2007",1997,"Diesel",143
"2008",1997,"Diesel",134
"2009",1997,"Diesel",149
"2010",1997,"Diesel",132
"2011",1997,"Diesel",137
"2012",1997,"Diesel",144
"2013",1997,"Diesel",139
"2014",1997,"Diesel",139
"2015",1997,"Diesel",139
"2016",1997,"Diesel",149
"2017",1997,"Diesel",134
"2018",1997,"Diesel",135
"2019",1997,"Diesel",134
"2020",1997,"Diesel",135
"2021",1997,"Diesel",134
"2022",1997,"Diesel",135
"2023",1997,"Diesel",134
"2024",1997,"Diesel",135
"2025",1997,"Diesel",137
"2026",1997,"Diesel",134
"2027",1997,"Diesel",131
"2028",1997,"Diesel",141
"2029",1997,"Diesel",138
"2030",1997,"Diesel",134
"2031",1997,"Diesel",137
"2032",1997,"Diesel",134
"2033",1997,"Diesel",131
"2034",1997,"Diesel",141
"2035",1997,"Diesel",138
"2036",1997,"Diesel",134
"2037",1997,"Diesel",144
"2038",1997,"Diesel",134
"2039",1997,"Diesel",139
"2040",1997,"Diesel",149
"2041",1997,"Diesel",144
"2042",1997,"Diesel",139
"2043",1997,"Diesel",139
"2044",1997,"Diesel",139
"2045",1997,"Diesel",149
"2046",1597,"Diesel",139
"2047",1597,"Diesel",133
"2048",1597,"Diesel",134
"2049",1995,"Diesel",139
"2050",1999,"Diesel",139
"2051",1999,"Diesel",134
"2052",1999,"Diesel",134
"2053",1999,"Diesel",137
"2054",2993,"Diesel",144
"2055",1999,"Diesel",144
"2056",1999,"Diesel",139
"2057",2993,"Diesel",149
"2058",2199,"Diesel",149
"2059",1582,"Diesel",135
"2060",1995,"Diesel",139
"2061",1995,"Diesel",139
"2062",1995,"Diesel",139
"2063",1999,"Diesel",139
"2064",1999,"Diesel",139
"2065",1999,"Diesel",134
"2066",1999,"Diesel",149
"2067",1499,"Diesel",136
"2068",2191,"Diesel",139
"2069",2191,"Diesel",136
"2070",2191,"Diesel",144
"2071",2191,"Diesel",136
"2072",2191,"Diesel",144
"2073",2143,"Diesel",134
"2074",2143,"Diesel",140
"2075",2143,"Diesel",133
"2076",2143,"Diesel",133
"2077",2143,"Diesel",134
"2078",2143,"Diesel",140
"2079",2143,"Diesel",133
"2080",2143,"Diesel",133
"2081",2143,"Diesel",132
"2082",2143,"Diesel",132
"2083",2143,"Diesel",132
"2084",2143,"Diesel",132
"2085",2143,"Diesel",134
"2086",2143,"Diesel",134
"2087",2143,"Diesel",134
"2088",2143,"Diesel",134
"2089",2143,"Diesel",132
"2090",2143,"Diesel",132
"2091",2143,"Diesel",132
"2092",2143,"Diesel",132
"2093",2987,"Diesel",142
"2094",2143,"Diesel",132
"2095",2987,"Diesel",149
"2096",1950,"Diesel",137
"2097",1950,"Diesel",137
"2098",1950,"Diesel",137
"2099",1950,"Diesel",137
"2100",2987,"Diesel",140
"2101",2987,"Diesel",143
"2102",2987,"Diesel",136
"2103",2987,"Diesel",144
"2104",2987,"Diesel",144
"2105",2143,"Diesel",131
"2106",2143,"Diesel",143
"2107",2143,"Diesel",143
"2108",2143,"Diesel",131
"2109",2143,"Diesel",143
"2110",2143,"Diesel",143
"2111",2143,"Diesel",143
"2112",2143,"Diesel",143
"2113",2987,"Diesel",141
"2114",2987,"Diesel",148
"2115",2987,"Diesel",141
"2116",2987,"Diesel",148
"2117",2987,"Diesel",146
"2118",2987,"Diesel",146
"2119",1995,"Diesel",131
"2120",1995,"Diesel",132
"2121",1995,"Diesel",133
"2122",1995,"Diesel",148
"2123",1995,"Diesel",149
"2124",1995,"Diesel",131
"2125",1995,"Diesel",148
"2126",1995,"Diesel",149
"2127",1995,"Diesel",131
"2128",1560,"Diesel",132
"2129",2268,"Diesel",139
"2130",1461,"Diesel",133
"2131",1461,"Diesel",133
"2132",1598,"Diesel",133
"2133",1598,"Diesel",133
"2134",1598,"Diesel",139
"2135",1598,"Diesel",143
"2136",1598,"Diesel",135
"2137",1598,"Diesel",139
"2138",1995,"Diesel",149
"2139",1995,"Diesel",148
"2140",1560,"Diesel",137
"2141",1560,"Diesel",139
"2142",1560,"Diesel",144
"2143",1997,"Diesel",143
"2144",1997,"Diesel",139
"2145",1560,"Diesel",137
"2146",1997,"Diesel",147
"2147",1560,"Diesel",139
"2148",1560,"Diesel",133
"2149",1997,"Diesel",139
"2150",1560,"Diesel",144
"2151",1560,"Diesel",135
"2152",1997,"Diesel",143
"2153",1997,"Diesel",139
"2154",1995,"Diesel",148
"2155",1598,"Diesel",145
"2156",1968,"Diesel",137
"2157",1968,"Diesel",132
"2158",1968,"Diesel",139
"2159",1968,"Diesel",139
"2160",1968,"Diesel",136
"2161",1968,"Diesel",135
"2162",1968,"Diesel",139
"2163",1968,"Diesel",141
"2164",1968,"Diesel",144
"2165",1984,"Diesel",131
"2166",1968,"Diesel",149
"2167",1968,"Diesel",131
"2168",1968,"Diesel",139
"2169",1968,"Diesel",138
"2170",1968,"Diesel",137
"2171",1968,"Diesel",144
"2172",1968,"Diesel",144
"2173",1968,"Diesel",134
"2174",1968,"Diesel",134
"2175",2157,"Diesel",139
"2176",2157,"Diesel",139
"2177",1597,"Diesel",146
"2178",1998,"Diesel",148
"2179",1998,"Diesel",148
"2180",1998,"Diesel",148
"2181",1998,"Diesel",145
"2182",1998,"Diesel",145
"2183",1998,"Diesel",141
"2184",1997,"Diesel",139
"2185",1598,"Diesel",137
"2186",1956,"Diesel",136
"2187",1956,"Diesel",136
"2188",1956,"Diesel",147
"2189",1956,"Diesel",149
"2190",1598,"Diesel",132
"2191",1598,"Diesel",134
"2192",1956,"Diesel",137
"2193",1956,"Diesel",137
"2194",1956,"Diesel",137
"2195",1956,"Diesel",137
"2196",1968,"Diesel",137
"2197",1968,"Diesel",137
"2198",1968,"Diesel",146
"2199",1968,"Diesel",146
"2200",1968,"Diesel",144
"2201",1968,"Diesel",144
"2202",1968,"Diesel",136
"2203",1968,"Diesel",136
"2204",1968,"Diesel",136
"2205",1968,"Diesel",137
"2206",1968,"Diesel",132
"2207",1968,"Diesel",140
"2208",1968,"Diesel",140
"2209",1968,"Diesel",141
"2210",1968,"Diesel",138
"2211",1968,"Diesel",138
"2212",1968,"Diesel",139
"2213",1968,"Diesel",141
"2214",1968,"Diesel",139
"2215",1968,"Diesel",141
"2216",1968,"Diesel",141
"2217",1968,"Diesel",141
"2218",1968,"Diesel",149
"2219",1968,"Diesel",147
"2220",1968,"Diesel",149
"2221",1968,"Diesel",149
"2222",1968,"Diesel",149
"2223",1968,"Diesel",149
"2224",1968,"Diesel",149
"2225",1968,"Diesel",149
"2226",1968,"Diesel",149
"2227",1968,"Diesel",133
"2228",1968,"Diesel",131
"2229",1968,"Diesel",133
"2230",1968,"Diesel",136
"2231",1968,"Diesel",134
"2232",1968,"Diesel",136
"2233",1968,"Diesel",136
"2234",1968,"Diesel",134
"2235",1968,"Diesel",136
"2236",1968,"Diesel",149
"2237",1968,"Diesel",149
"2238",2400,"Diesel",149
"2239",1969,"Diesel",149
"2240",1969,"Diesel",138
"2241",1969,"Diesel",139
"2242",1969,"Diesel",138
"2243",1969,"Diesel",139
"2244",2400,"Diesel",137
"2245",2400,"Diesel",149
"2246",2400,"Diesel",137
"2247",2400,"Diesel",149
"2248",1969,"Diesel",136
"2249",1969,"Diesel",133
"2250",1969,"Diesel",144
"2251",1969,"Diesel",149
"2252",1969,"Diesel",149
"2253",2967,"Diesel",164
"2254",2967,"Diesel",166
"2255",2967,"Diesel",169
"2256",2967,"Diesel",159
"2257",2967,"Diesel",161
"2258",2967,"Diesel",164
"2259",2967,"Diesel",164
"2260",2967,"Diesel",167
"2261",2967,"Diesel",167
"2262",2967,"Diesel",153
"2263",2967,"Diesel",159
"2264",2967,"Diesel",159
"2265",2967,"Diesel",155
"2266",2967,"Diesel",155
"2267",2967,"Diesel",157
"2268",2967,"Diesel",161
"2269",2967,"Diesel",158
"2270",2967,"Diesel",168
"2271",2993,"Diesel",151
"2272",2993,"Diesel",151
"2273",2993,"Diesel",155
"2274",2993,"Diesel",157
"2275",2993,"Diesel",153
"2276",2993,"Diesel",159
"2277",2993,"Diesel",154
"2278",2993,"Diesel",159
"2279",2993,"Diesel",154
"2280",2993,"Diesel",153
"2281",2993,"Diesel",152
"2282",2993,"Diesel",159
"2283",2993,"Diesel",156
"2284",2993,"Diesel",157
"2285",2993,"Diesel",156
"2286",2993,"Diesel",159
"2287",2993,"Diesel",157
"2288",2993,"Diesel",156
"2289",2993,"Diesel",158
"2290",2993,"Diesel",157
"2291",2993,"Diesel",159
"2292",2993,"Diesel",157
"2293",2993,"Diesel",159
"2294",2993,"Diesel",163
"2295",2993,"Diesel",165
"2296",2184,"Diesel",159
"2297",1956,"Diesel",151
"2298",1997,"Diesel",155
"2299",1997,"Diesel",155
"2300",1598,"Diesel",152
"2301",1598,"Diesel",152
"2302",1997,"Diesel",152
"2303",1997,"Diesel",152
"2304",1997,"Diesel",152
"2305",1995,"Diesel",166
"2306",1995,"Diesel",166
"2307",1995,"Diesel",162
"2308",1995,"Diesel",164
"2309",1995,"Diesel",162
"2310",1995,"Diesel",168
"2311",1995,"Diesel",162
"2312",1995,"Diesel",162
"2313",1995,"Diesel",166
"2314",1995,"Diesel",162
"2315",1995,"Diesel",162
"2316",1995,"Diesel",162
"2317",1995,"Diesel",166
"2318",1995,"Diesel",159
"2319",1995,"Diesel",159
"2320",1995,"Diesel",163
"2321",2199,"Diesel",159
"2322",1995,"Diesel",156
"2323",1995,"Diesel",154
"2324",1995,"Diesel",170
"2325",2993,"Diesel",159
"2326",1999,"Diesel",153
"2327",2993,"Diesel",159
"2328",2993,"Diesel",155
"2329",2199,"Diesel",159
"2330",2199,"Diesel",159
"2331",1995,"Diesel",166
"2332",1995,"Diesel",154
"2333",1995,"Diesel",166
"2334",1995,"Diesel",154
"2335",1995,"Diesel",154
"2336",1995,"Diesel",154
"2337",1995,"Diesel",166
"2338",1995,"Diesel",166
"2339",2993,"Diesel",164
"2340",2987,"Diesel",158
"2341",2987,"Diesel",163
"2342",2987,"Diesel",151
"2343",2987,"Diesel",151
"2344",2987,"Diesel",161
"2345",2987,"Diesel",169
"2346",2987,"Diesel",169
"2347",2987,"Diesel",159
"2348",2987,"Diesel",159
"2349",2987,"Diesel",159
"2350",2987,"Diesel",169
"2351",2143,"Diesel",155
"2352",2143,"Diesel",156
"2353",2143,"Diesel",155
"2354",2143,"Diesel",156
"2355",2143,"Diesel",155
"2356",2987,"Diesel",157
"2357",2987,"Diesel",157
"2358",2987,"Diesel",155
"2359",2987,"Diesel",155
"2360",2143,"Diesel",163
"2361",2143,"Diesel",163
"2362",2143,"Diesel",163
"2363",2143,"Diesel",163
"2364",2143,"Diesel",163
"2365",2143,"Diesel",163
"2366",2143,"Diesel",163
"2367",2143,"Diesel",163
"2368",2143,"Diesel",166
"2369",2143,"Diesel",166
"2370",2143,"Diesel",166
"2371",2143,"Diesel",166
"2372",2143,"Diesel",166
"2373",2143,"Diesel",166
"2374",2143,"Diesel",166
"2375",2143,"Diesel",166
"2376",1995,"Diesel",153
"2377",1995,"Diesel",155
"2378",1995,"Diesel",160
"2379",1995,"Diesel",154
"2380",1995,"Diesel",156
"2381",1995,"Diesel",161
"2382",1995,"Diesel",153
"2383",1995,"Diesel",155
"2384",1995,"Diesel",160
"2385",1995,"Diesel",154
"2386",1995,"Diesel",156
"2387",1995,"Diesel",161
"2388",2268,"Diesel",152
"2389",2268,"Diesel",154
"2390",1995,"Diesel",153
"2391",1995,"Diesel",158
"2392",1995,"Diesel",162
"2393",1995,"Diesel",152
"2394",1997,"Diesel",155
"2395",1997,"Diesel",151
"2396",1997,"Diesel",155
"2397",1997,"Diesel",163
"2398",1997,"Diesel",151
"2399",1997,"Diesel",159
"2400",2967,"Diesel",164
"2401",1995,"Diesel",156
"2402",1598,"Diesel",152
"2403",1598,"Diesel",155
"2404",1968,"Diesel",151
"2405",2157,"Diesel",152
"2406",2157,"Diesel",152
"2407",2157,"Diesel",152
"2408",1597,"Diesel",156
"2409",1597,"Diesel",156
"2410",1597,"Diesel",157
"2411",1597,"Diesel",164
"2412",1998,"Diesel",158
"2413",1998,"Diesel",158
"2414",1998,"Diesel",158
"2415",1998,"Diesel",159
"2416",1998,"Diesel",159
"2417",1956,"Diesel",161
"2418",1956,"Diesel",161
"2419",1956,"Diesel",161
"2420",1956,"Diesel",161
"2421",1956,"Diesel",161
"2422",1968,"Diesel",152
"2423",1968,"Diesel",167
"2424",1968,"Diesel",167
"2425",1968,"Diesel",164
"2426",1968,"Diesel",164
"2427",1968,"Diesel",167
"2428",1968,"Diesel",166
"2429",1968,"Diesel",169
"2430",1968,"Diesel",169
"2431",1968,"Diesel",164
"2432",1968,"Diesel",158
"2433",1968,"Diesel",164
"2434",1968,"Diesel",164
"2435",1968,"Diesel",155
"2436",1968,"Diesel",164
"2437",1968,"Diesel",161
"2438",1968,"Diesel",167
"2439",1968,"Diesel",164
"2440",1968,"Diesel",158
"2441",1968,"Diesel",164
"2442",1968,"Diesel",160
"2443",1968,"Diesel",157
"2444",1968,"Diesel",163
"2445",1968,"Diesel",157
"2446",1968,"Diesel",157
"2447",1968,"Diesel",163
"2448",1968,"Diesel",158
"2449",1968,"Diesel",163
"2450",1968,"Diesel",160
"2451",1968,"Diesel",157
"2452",1968,"Diesel",163
"2453",1968,"Diesel",161
"2454",1968,"Diesel",168
"2455",1968,"Diesel",157
"2456",1968,"Diesel",157
"2457",1968,"Diesel",163
"2458",1968,"Diesel",153
"2459",1968,"Diesel",169
"2460",1968,"Diesel",153
"2461",1968,"Diesel",157
"2462",1968,"Diesel",169
"2463",1968,"Diesel",161
"2464",1968,"Diesel",169
"2465",1968,"Diesel",169
"2466",1968,"Diesel",153
"2467",1968,"Diesel",157
"2468",1968,"Diesel",167
"2469",1968,"Diesel",159
"2470",1968,"Diesel",166
"2471",2967,"Diesel",172
"2472",4134,"Diesel",190
"2473",4134,"Diesel",189
"2474",2967,"Diesel",190
"2475",2993,"Diesel",173
"2476",2993,"Diesel",174
"2477",2987,"Diesel",184
"2478",2987,"Diesel",184
"2479",2987,"Diesel",184
"2480",1995,"Diesel",181
"2481",1995,"Diesel",183
"2482",1995,"Diesel",183
"2483",1995,"Diesel",181
"2484",1995,"Diesel",181
"2485",2199,"Diesel",174
"2486",2199,"Diesel",174
"2487",2199,"Diesel",174
"2488",2199,"Diesel",174
"2489",2993,"Diesel",182
"2490",2993,"Diesel",182
"2491",2993,"Diesel",185
"2492",2987,"Diesel",189
"2493",2987,"Diesel",187
"2494",2987,"Diesel",187
"2495",2987,"Diesel",174
"2496",2987,"Diesel",179
"2497",2987,"Diesel",174
"2498",2987,"Diesel",174
"2499",2987,"Diesel",179
"2500",2987,"Diesel",174
"2501",2967,"Diesel",179
"2502",2967,"Diesel",179
"2503",3956,"Diesel",176
"2504",2157,"Diesel",177
"2505",2157,"Diesel",184
"2506",2157,"Diesel",184
"2507",2157,"Diesel",189
"2508",2157,"Diesel",189
"2509",2755,"Diesel",190
"2510",2967,"Diesel",176
"2511",2967,"Diesel",176
"2512",2967,"Diesel",180
"2513",2967,"Diesel",174
"2514",2967,"Diesel",174
"2515",1968,"Diesel",182
"2516",1968,"Diesel",178
"2517",1968,"Diesel",179
"2518",1968,"Diesel",177
"2519",1968,"Diesel",176
"2520",1968,"Diesel",173
"2521",1968,"Diesel",171
"2522",1968,"Diesel",175
"2523",1968,"Diesel",176
"2524",1968,"Diesel",173
"2525",1968,"Diesel",171
"2526",1968,"Diesel",171
"2527",1968,"Diesel",176
"2528",1968,"Diesel",173
"2529",4134,"Diesel",194
"2530",4134,"Diesel",194
"2531",4134,"Diesel",193
"2532",4134,"Diesel",193
"2533",4134,"Diesel",196
"2534",2967,"Diesel",199
"2535",3956,"Diesel",210
"2536",2497,"Diesel",197
"2537",2497,"Diesel",225
"2538",2993,"Diesel",203
"2539",4367,"Diesel",219
"2540",4367,"Diesel",219
"2541",2776,"Diesel",222
"2542",2987,"Diesel",199
"2543",4134,"Diesel",215
"2544",2157,"Diesel",194
"2545",2157,"Diesel",194
"2546",2157,"Diesel",194
"2547",2157,"Diesel",205
"2548",2157,"Diesel",196
"2549",2755,"Diesel",194
"2550",2755,"Diesel",194
"2551",1498,"Diesel",205
"2552",2776,"Diesel",231
"2553",2776,"Diesel",235
"2554",2776,"Diesel",240
"2555",3200,"Diesel",245
"2556",3200,"Diesel",238
"2557",2987,"Diesel",261
"2558",2987,"Diesel",261
"2559",2987,"Diesel",261
"2560",2987,"Diesel",261
"2561",2143,"Diesel Electric",99
"2562",2143,"Diesel Electric",99
"2563",2143,"Diesel Electric",94
"2564",2143,"Diesel Electric",94
"2565",2143,"Diesel Electric",100
"2566",2143,"Diesel Electric",94
"2567",2143,"Diesel Electric",100
"2568",2143,"Diesel Electric",104
"2569",2143,"Diesel Electric",106
"2570",2143,"Diesel Electric",104
"2571",2143,"Diesel Electric",106
"2572",2143,"Diesel Electric",103
"2573",2143,"Diesel Electric",103
"2574",2143,"Diesel Electric",120
"2575",2143,"Diesel Electric",126
"2576",2993,"Diesel Electric",164
"2577",2967,"Electricity / Diesel",48
"2578",2967,"Electricity / Diesel",50
"2579",2400,"Electricity / Diesel",48
"2580",2400,"Electricity / Diesel",48
"2581",2400,"Electricity / Diesel",48
"2582",2400,"Electricity / Diesel",48
"2583",1395,"Electricity / Petrol",38
"2584",1395,"Electricity / Petrol",40
"2585",1499,"Electricity / Petrol",46
"2586",1499,"Electricity / Petrol",49
"2587",1998,"Electricity / Petrol",49
"2588",1998,"Electricity / Petrol",45
"2589",1998,"Electricity / Petrol",44
"2590",1998,"Electricity / Petrol",49
"2591",1998,"Electricity / Petrol",50
"2592",647,"Electricity / Petrol",12
"2593",647,"Electricity / Petrol",13
"2594",1499,"Electricity / Petrol",49
"2595",1580,"Electricity / Petrol",26
"2596",1999,"Electricity / Petrol",37
"2597",1991,"Electricity / Petrol",49
"2598",1991,"Electricity / Petrol",49
"2599",1991,"Electricity / Petrol",48
"2600",1991,"Electricity / Petrol",48
"2601",1991,"Electricity / Petrol",49
"2602",1499,"Electricity / Petrol",49
"2603",1998,"Electricity / Petrol",44
"2604",1798,"Electricity / Petrol",22
"2605",1395,"Electricity / Petrol",40
"2606",1395,"Electricity / Petrol",40
"2607",1969,"Electricity / Petrol",46
"2608",1969,"Electricity / Petrol",46
"2609",1969,"Electricity / Petrol",49
"2610",1969,"Electricity / Petrol",49
"2611",1969,"Electricity / Petrol",49
"2612",1998,"Electricity / Petrol",54
"2613",1998,"Electricity / Petrol",56
"2614",1991,"Electricity / Petrol",53
"2615",1991,"Electricity / Petrol",53
"2616",1991,"Electricity / Petrol",52
"2617",1991,"Electricity / Petrol",52
"2618",1991,"Electricity / Petrol",54
"2619",1991,"Electricity / Petrol",57
"2620",2996,"Electricity / Petrol",65
"2621",2996,"Electricity / Petrol",65
"2622",1499,"Electricity / Petrol",52
"2623",1997,"Electricity / Petrol",77
"2624",2996,"Electricity / Petrol",84
"2625",2996,"Electricity / Petrol",78
"2626",2996,"Electricity / Petrol",84
"2627",2996,"Electricity / Petrol",78
"2628",875,"Petrol",90
"2629",875,"Petrol",88
"2630",1580,"Petrol",88
"2631",1580,"Petrol",88
"2632",999,"Petrol",84
"2633",875,"Petrol",99
"2634",875,"Petrol",99
"2635",999,"Petrol",97
"2636",999,"Petrol",97
"2637",999,"Petrol",98
"2638",999,"Petrol",97
"2639",999,"Petrol",97
"2640",999,"Petrol",98
"2641",1199,"Petrol",99
"2642",998,"Petrol",95
"2643",998,"Petrol",97
"2644",1199,"Petrol",100
"2645",1199,"Petrol",98
"2646",1199,"Petrol",100
"2647",1199,"Petrol",100
"2648",1199,"Petrol",100
"2649",875,"Petrol",99
"2650",1242,"Petrol",99
"2651",875,"Petrol",99
"2652",875,"Petrol",95
"2653",998,"Petrol",97
"2654",998,"Petrol",98
"2655",998,"Petrol",99
"2656",998,"Petrol",99
"2657",998,"Petrol",99
"2658",998,"Petrol",99
"2659",998,"Petrol",99
"2660",998,"Petrol",99
"2661",999,"Petrol",99
"2662",999,"Petrol",99
"2663",998,"Petrol",93
"2664",998,"Petrol",99
"2665",1193,"Petrol",99
"2666",1193,"Petrol",100
"2667",898,"Petrol",99
"2668",1198,"Petrol",99
"2669",1198,"Petrol",99
"2670",998,"Petrol",95
"2671",998,"Petrol",97
"2672",1199,"Petrol",99
"2673",1199,"Petrol",99
"2674",1199,"Petrol",97
"2675",1199,"Petrol",95
"2676",1199,"Petrol",99
"2677",899,"Petrol",94
"2678",898,"Petrol",99
"2679",999,"Petrol",95
"2680",999,"Petrol",98
"2681",999,"Petrol",98
"2682",999,"Petrol",98
"2683",999,"Petrol",95
"2684",999,"Petrol",100
"2685",999,"Petrol",96
"2686",999,"Petrol",96
"2687",999,"Petrol",96
"2688",999,"Petrol",97
"2689",898,"Petrol",98
"2690",898,"Petrol",99
"2691",999,"Petrol",96
"2692",999,"Petrol",97
"2693",898,"Petrol",98
"2694",898,"Petrol",99
"2695",999,"Petrol",99
"2696",999,"Petrol",99
"2697",898,"Petrol",97
"2698",898,"Petrol",99
"2699",999,"Petrol",94
"2700",999,"Petrol",93
"2701",898,"Petrol",96
"2702",898,"Petrol",97
"2703",998,"Petrol",99
"2704",998,"Petrol",99
"2705",998,"Petrol",99
"2706",998,"Petrol",95
"2707",998,"Petrol",97
"2708",998,"Petrol",99
"2709",999,"Petrol",99
"2710",999,"Petrol",98
"2711",999,"Petrol",100
"2712",999,"Petrol",100
"2713",999,"Petrol",96
"2714",999,"Petrol",96
"2715",999,"Petrol",96
"2716",999,"Petrol",97
"2717",999,"Petrol",96
"2718",999,"Petrol",96
"2719",999,"Petrol",102
"2720",999,"Petrol",102
"2721",999,"Petrol",103
"2722",999,"Petrol",102
"2723",999,"Petrol",102
"2724",999,"Petrol",103
"2725",1395,"Petrol",110
"2726",999,"Petrol",104
"2727",999,"Petrol",107
"2728",999,"Petrol",108
"2729",999,"Petrol",104
"2730",999,"Petrol",107
"2731",999,"Petrol",108
"2732",1395,"Petrol",105
"2733",1395,"Petrol",108
"2734",1395,"Petrol",109
"2735",1395,"Petrol",109
"2736",1395,"Petrol",109
"2737",999,"Petrol",104
"2738",999,"Petrol",107
"2739",999,"Petrol",108
"2740",999,"Petrol",104
"2741",999,"Petrol",107
"2742",999,"Petrol",108
"2743",1395,"Petrol",107
"2744",1395,"Petrol",110
"2745",1199,"Petrol",103
"2746",1199,"Petrol",110
"2747",1199,"Petrol",108
"2748",1199,"Petrol",109
"2749",1199,"Petrol",108
"2750",1199,"Petrol",109
"2751",1199,"Petrol",110
"2752",1199,"Petrol",110
"2753",1199,"Petrol",105
"2754",1199,"Petrol",105
"2755",1199,"Petrol",105
"2756",1199,"Petrol",107
"2757",898,"Petrol",109
"2758",898,"Petrol",109
"2759",1199,"Petrol",105
"2760",1199,"Petrol",105
"2761",1199,"Petrol",107
"2762",1199,"Petrol",105
"2763",1199,"Petrol",105
"2764",1242,"Petrol",110
"2765",1242,"Petrol",105
"2766",875,"Petrol",105
"2767",998,"Petrol",102
"2768",1084,"Petrol",101
"2769",1084,"Petrol",101
"2770",998,"Petrol",104
"2771",998,"Petrol",104
"2772",999,"Petrol",105
"2773",999,"Petrol",109
"2774",999,"Petrol",108
"2775",999,"Petrol",110
"2776",999,"Petrol",105
"2777",999,"Petrol",109
"2778",999,"Petrol",108
"2779",999,"Petrol",110
"2780",1318,"Petrol",106
"2781",998,"Petrol",108
"2782",998,"Petrol",104
"2783",998,"Petrol",110
"2784",998,"Petrol",101
"2785",998,"Petrol",101
"2786",1248,"Petrol",106
"2787",1248,"Petrol",106
"2788",998,"Petrol",101
"2789",1248,"Petrol",106
"2790",1248,"Petrol",106
"2791",1248,"Petrol",109
"2792",998,"Petrol",102
"2793",1248,"Petrol",109
"2794",998,"Petrol",102
"2795",998,"Petrol",107
"2796",1248,"Petrol",109
"2797",1580,"Petrol",101
"2798",1580,"Petrol",101
"2799",1580,"Petrol",101
"2800",998,"Petrol",105
"2801",998,"Petrol",105
"2802",998,"Petrol",105
"2803",998,"Petrol",102
"2804",1496,"Petrol",110
"2805",1496,"Petrol",105
"2806",1499,"Petrol",105
"2807",1499,"Petrol",109
"2808",1499,"Petrol",107
"2809",1198,"Petrol",108
"2810",1198,"Petrol",109
"2811",1198,"Petrol",109
"2812",1499,"Petrol",109
"2813",898,"Petrol",107
"2814",898,"Petrol",104
"2815",1198,"Petrol",109
"2816",1199,"Petrol",104
"2817",1199,"Petrol",108
"2818",1199,"Petrol",104
"2819",1199,"Petrol",107
"2820",1199,"Petrol",106
"2821",1199,"Petrol",104
"2822",1199,"Petrol",107
"2823",1199,"Petrol",103
"2824",1199,"Petrol",110
"2825",1199,"Petrol",102
"2826",1199,"Petrol",110
"2827",1199,"Petrol",106
"2828",1199,"Petrol",106
"2829",898,"Petrol",105
"2830",898,"Petrol",104
"2831",898,"Petrol",108
"2832",999,"Petrol",102
"2833",1197,"Petrol",102
"2834",999,"Petrol",102
"2835",999,"Petrol",102
"2836",999,"Petrol",102
"2837",999,"Petrol",102
"2838",999,"Petrol",105
