"","Engine.Capacity","Fuel.Type","Co2"
"987",1995,"Diesel",116
"988",1995,"Diesel",120
"989",1995,"Diesel",120
"990",1995,"Diesel",114
"991",1995,"Diesel",117
"992",1995,"Diesel",119
"993",1995,"Diesel",122
"994",1995,"Diesel",114
"995",1995,"Diesel",118
"996",1995,"Diesel",119
"997",1995,"Diesel",123
"998",1995,"Diesel",116
"999",1995,"Diesel",118
"1000",1995,"Diesel",111
"1001",1995,"Diesel",114
"1002",1995,"Diesel",124
"1003",1995,"Diesel",128
"1004",1995,"Diesel",129
"1005",1995,"Diesel",116
"1006",1995,"Diesel",127
"1007",1995,"Diesel",124
"1008",1995,"Diesel",117
"1009",1995,"Diesel",118
"1010",1995,"Diesel",111
"1011",1995,"Diesel",114
"1012",1995,"Diesel",119
"1013",1995,"Diesel",117
"1014",1995,"Diesel",117
"1015",1995,"Diesel",125
"1016",1995,"Diesel",125
"1017",1995,"Diesel",124
"1018",1995,"Diesel",129
"1019",1995,"Diesel",112
"1020",1995,"Diesel",114
"1021",1995,"Diesel",116
"1022",1995,"Diesel",118
"1023",1995,"Diesel",111
"1024",1995,"Diesel",114
"1025",1995,"Diesel",119
"1026",1995,"Diesel",118
"1027",1995,"Diesel",121
"1028",1995,"Diesel",126
"1029",1995,"Diesel",129
"1030",1995,"Diesel",114
"1031",1995,"Diesel",115
"1032",1995,"Diesel",119
"1033",1995,"Diesel",120
"1034",1995,"Diesel",124
"1035",1995,"Diesel",114
"1036",1995,"Diesel",114
"1037",1995,"Diesel",119
"1038",1995,"Diesel",119
"1039",1995,"Diesel",124
"1040",1995,"Diesel",123
"1041",1995,"Diesel",129
"1042",1995,"Diesel",128
"1043",1995,"Diesel",114
"1044",1995,"Diesel",119
"1045",1995,"Diesel",124
"1046",2993,"Diesel",124
"1047",1995,"Diesel",118
"1048",1995,"Diesel",122
"1049",1995,"Diesel",123
"1050",1995,"Diesel",127
"1051",1995,"Diesel",128
"1052",1995,"Diesel",118
"1053",1995,"Diesel",122
"1054",1995,"Diesel",123
"1055",1995,"Diesel",127
"1056",1995,"Diesel",128
"1057",1995,"Diesel",129
"1058",2993,"Diesel",124
"1059",2993,"Diesel",129
"1060",2993,"Diesel",127
"1061",1995,"Diesel",114
"1062",1995,"Diesel",114
"1063",1995,"Diesel",119
"1064",1995,"Diesel",124
"1065",1995,"Diesel",124
"1066",1995,"Diesel",129
"1067",1995,"Diesel",129
"1068",1995,"Diesel",127
"1069",1995,"Diesel",128
"1070",1995,"Diesel",129
"1071",1995,"Diesel",129
"1072",1995,"Diesel",129
"1073",1598,"Diesel",115
"1074",1598,"Diesel",118
"1075",1560,"Diesel",113
"1076",1560,"Diesel",113
"1077",1997,"Diesel",111
"1078",1997,"Diesel",115
"1079",1997,"Diesel",111
"1080",1997,"Diesel",115
"1081",1461,"Diesel",115
"1082",1461,"Diesel",123
"1083",1461,"Diesel",116
"1084",1560,"Diesel",111
"1085",1997,"Diesel",111
"1086",1997,"Diesel",115
"1087",1560,"Diesel",111
"1088",1997,"Diesel",115
"1089",1997,"Diesel",113
"1090",1997,"Diesel",117
"1091",1997,"Diesel",114
"1092",1956,"Diesel",130
"1093",1598,"Diesel",112
"1094",1598,"Diesel",114
"1095",1598,"Diesel",112
"1096",1248,"Diesel",119
"1097",1248,"Diesel",117
"1098",1997,"Diesel",114
"1099",1997,"Diesel",124
"1100",1499,"Diesel",115
"1101",1997,"Diesel",114
"1102",1997,"Diesel",124
"1103",1499,"Diesel",115
"1104",1499,"Diesel",115
"1105",1997,"Diesel",115
"1106",1997,"Diesel",115
"1107",1999,"Diesel",119
"1108",1999,"Diesel",119
"1109",1997,"Diesel",115
"1110",1997,"Diesel",115
"1111",1999,"Diesel",119
"1112",1999,"Diesel",119
"1113",1997,"Diesel",129
"1114",1997,"Diesel",129
"1115",1997,"Diesel",129
"1116",1997,"Diesel",129
"1117",1997,"Diesel",129
"1118",1997,"Diesel",129
"1119",1499,"Diesel",113
"1120",1499,"Diesel",119
"1121",1997,"Diesel",119
"1122",1997,"Diesel",129
"1123",1499,"Diesel",113
"1124",1499,"Diesel",124
"1125",1997,"Diesel",119
"1126",1997,"Diesel",129
"1127",1499,"Diesel",124
"1128",1499,"Diesel",129
"1129",1499,"Diesel",115
"1130",1499,"Diesel",119
"1131",1499,"Diesel",129
"1132",1499,"Diesel",124
"1133",1499,"Diesel",115
"1134",1499,"Diesel",119
"1135",1499,"Diesel",129
"1136",1499,"Diesel",115
"1137",1499,"Diesel",124
"1138",1997,"Diesel",122
"1139",1499,"Diesel",115
"1140",1499,"Diesel",124
"1141",1997,"Diesel",122
"1142",1997,"Diesel",112
"1143",1997,"Diesel",123
"1144",1997,"Diesel",127
"1145",1997,"Diesel",120
"1146",1997,"Diesel",124
"1147",1997,"Diesel",117
"1148",1997,"Diesel",123
"1149",1997,"Diesel",115
"1150",1997,"Diesel",120
"1151",1997,"Diesel",129
"1152",1997,"Diesel",124
"1153",1997,"Diesel",115
"1154",1997,"Diesel",126
"1155",1997,"Diesel",112
"1156",1997,"Diesel",124
"1157",1997,"Diesel",127
"1158",1997,"Diesel",119
"1159",1997,"Diesel",126
"1160",1997,"Diesel",117
"1161",1997,"Diesel",124
"1162",1997,"Diesel",130
"1163",1997,"Diesel",112
"1164",1997,"Diesel",123
"1165",1997,"Diesel",127
"1166",1997,"Diesel",120
"1167",1997,"Diesel",124
"1168",1997,"Diesel",117
"1169",1997,"Diesel",123
"1170",1997,"Diesel",115
"1171",1997,"Diesel",120
"1172",1997,"Diesel",129
"1173",1997,"Diesel",124
"1174",1997,"Diesel",115
"1175",1997,"Diesel",126
"1176",1997,"Diesel",112
"1177",1997,"Diesel",124
"1178",1997,"Diesel",127
"1179",1997,"Diesel",119
"1180",1997,"Diesel",126
"1181",1997,"Diesel",117
"1182",1997,"Diesel",124
"1183",1997,"Diesel",130
"1184",1997,"Diesel",129
"1185",1997,"Diesel",129
"1186",1997,"Diesel",129
"1187",1997,"Diesel",129
"1188",1997,"Diesel",129
"1189",1997,"Diesel",129
"1190",1997,"Diesel",129
"1191",1997,"Diesel",129
"1192",1499,"Diesel",124
"1193",1499,"Diesel",129
"1194",1499,"Diesel",115
"1195",1499,"Diesel",119
"1196",1499,"Diesel",129
"1197",1499,"Diesel",120
"1198",1499,"Diesel",111
"1199",1499,"Diesel",115
"1200",1499,"Diesel",129
"1201",1597,"Diesel",115
"1202",1597,"Diesel",119
"1203",1597,"Diesel",129
"1204",1582,"Diesel",112
"1205",1685,"Diesel",129
"1206",1685,"Diesel",114
"1207",1685,"Diesel",123
"1208",1582,"Diesel",115
"1209",1685,"Diesel",129
"1210",1685,"Diesel",119
"1211",1995,"Diesel",126
"1212",1461,"Diesel",111
"1213",1461,"Diesel",113
"1214",2143,"Diesel",115
"1215",2143,"Diesel",116
"1216",2143,"Diesel",122
"1217",2143,"Diesel",127
"1218",2143,"Diesel",129
"1219",2143,"Diesel",114
"1220",2143,"Diesel",119
"1221",2143,"Diesel",118
"1222",2143,"Diesel",123
"1223",2143,"Diesel",124
"1224",2143,"Diesel",128
"1225",1999,"Diesel",129
"1226",1999,"Diesel",126
"1227",1999,"Diesel",129
"1228",1999,"Diesel",111
"1229",1999,"Diesel",123
"1230",1999,"Diesel",114
"1231",1999,"Diesel",114
"1232",1999,"Diesel",129
"1233",1685,"Diesel",127
"1234",1685,"Diesel",127
"1235",1685,"Diesel",118
"1236",1685,"Diesel",127
"1237",1685,"Diesel",118
"1238",1685,"Diesel",116
"1239",1685,"Diesel",116
"1240",1685,"Diesel",113
"1241",1685,"Diesel",120
"1242",1685,"Diesel",113
"1243",1685,"Diesel",120
"1244",1582,"Diesel",127
"1245",1582,"Diesel",130
"1246",1582,"Diesel",130
"1247",1582,"Diesel",128
"1248",1582,"Diesel",128
"1249",1685,"Diesel",119
"1250",1685,"Diesel",119
"1251",1685,"Diesel",129
"1252",1685,"Diesel",119
"1253",1685,"Diesel",129
"1254",1685,"Diesel",119
"1255",1396,"Diesel",115
"1256",1582,"Diesel",115
"1257",1582,"Diesel",115
"1258",1396,"Diesel",115
"1259",1999,"Diesel",129
"1260",1999,"Diesel",125
"1261",1999,"Diesel",129
"1262",1999,"Diesel",113
"1263",1499,"Diesel",123
"1264",2191,"Diesel",119
"1265",1499,"Diesel",114
"1266",2191,"Diesel",127
"1267",2191,"Diesel",127
"1268",2191,"Diesel",119
"1269",2191,"Diesel",127
"1270",2191,"Diesel",129
"1271",2191,"Diesel",116
"1272",2191,"Diesel",121
"1273",2191,"Diesel",129
"1274",2143,"Diesel",111
"1275",2143,"Diesel",111
"1276",2143,"Diesel",124
"1277",2143,"Diesel",111
"1278",2143,"Diesel",111
"1279",2143,"Diesel",124
"1280",2143,"Diesel",112
"1281",2143,"Diesel",112
"1282",2143,"Diesel",130
"1283",2143,"Diesel",130
"1284",2143,"Diesel",112
"1285",2143,"Diesel",112
"1286",2143,"Diesel",130
"1287",2143,"Diesel",130
"1288",2143,"Diesel",130
"1289",2143,"Diesel",116
"1290",2143,"Diesel",121
"1291",2143,"Diesel",119
"1292",2143,"Diesel",123
"1293",2143,"Diesel",124
"1294",2143,"Diesel",126
"1295",2143,"Diesel",121
"1296",2143,"Diesel",123
"1297",2143,"Diesel",124
"1298",2143,"Diesel",121
"1299",2143,"Diesel",126
"1300",2143,"Diesel",121
"1301",2143,"Diesel",126
"1302",2143,"Diesel",130
"1303",2143,"Diesel",116
"1304",2143,"Diesel",121
"1305",2143,"Diesel",119
"1306",2143,"Diesel",126
"1307",2143,"Diesel",126
"1308",2143,"Diesel",121
"1309",2143,"Diesel",126
"1310",2143,"Diesel",122
"1311",2143,"Diesel",127
"1312",2143,"Diesel",113
"1313",2143,"Diesel",116
"1314",2143,"Diesel",124
"1315",2143,"Diesel",122
"1316",2143,"Diesel",127
"1317",2143,"Diesel",112
"1318",2143,"Diesel",116
"1319",2143,"Diesel",112
"1320",2143,"Diesel",117
"1321",2143,"Diesel",124
"1322",2143,"Diesel",115
"1323",2143,"Diesel",120
"1324",2143,"Diesel",127
"1325",2143,"Diesel",122
"1326",2143,"Diesel",127
"1327",2143,"Diesel",112
"1328",2143,"Diesel",113
"1329",2143,"Diesel",117
"1330",2143,"Diesel",116
"1331",2143,"Diesel",124
"1332",2143,"Diesel",122
"1333",2143,"Diesel",127
"1334",2143,"Diesel",115
"1335",2143,"Diesel",120
"1336",2143,"Diesel",127
"1337",1598,"Diesel",114
"1338",1598,"Diesel",111
"1339",1598,"Diesel",114
"1340",1598,"Diesel",117
"1341",1598,"Diesel",121
"1342",1598,"Diesel",120
"1343",1598,"Diesel",124
"1344",2143,"Diesel",124
"1345",2143,"Diesel",129
"1346",2143,"Diesel",114
"1347",2143,"Diesel",114
"1348",2143,"Diesel",114
"1349",2143,"Diesel",115
"1350",2143,"Diesel",119
"1351",2143,"Diesel",120
"1352",2143,"Diesel",118
"1353",2143,"Diesel",122
"1354",2143,"Diesel",127
"1355",2143,"Diesel",124
"1356",2143,"Diesel",129
"1357",2143,"Diesel",117
"1358",2143,"Diesel",117
"1359",2143,"Diesel",117
"1360",2143,"Diesel",117
"1361",2143,"Diesel",122
"1362",2143,"Diesel",123
"1363",2143,"Diesel",125
"1364",2143,"Diesel",130
"1365",1598,"Diesel",114
"1366",1598,"Diesel",111
"1367",1598,"Diesel",114
"1368",1598,"Diesel",117
"1369",1598,"Diesel",121
"1370",1598,"Diesel",120
"1371",1598,"Diesel",124
"1372",2143,"Diesel",124
"1373",2143,"Diesel",129
"1374",2143,"Diesel",114
"1375",2143,"Diesel",114
"1376",2143,"Diesel",115
"1377",2143,"Diesel",120
"1378",2143,"Diesel",118
"1379",2143,"Diesel",127
"1380",2143,"Diesel",124
"1381",2143,"Diesel",129
"1382",2143,"Diesel",117
"1383",2143,"Diesel",117
"1384",2143,"Diesel",123
"1385",2143,"Diesel",130
"1386",1598,"Diesel",111
"1387",1598,"Diesel",111
"1388",1598,"Diesel",116
"1389",1598,"Diesel",119
"1390",2143,"Diesel",122
"1391",2143,"Diesel",127
"1392",2143,"Diesel",112
"1393",2143,"Diesel",112
"1394",2143,"Diesel",117
"1395",2143,"Diesel",117
"1396",2143,"Diesel",113
"1397",2143,"Diesel",121
"1398",2143,"Diesel",122
"1399",2143,"Diesel",127
"1400",2143,"Diesel",112
"1401",2143,"Diesel",117
"1402",2143,"Diesel",117
"1403",2143,"Diesel",121
"1404",2143,"Diesel",124
"1405",1598,"Diesel",111
"1406",1598,"Diesel",111
"1407",1598,"Diesel",116
"1408",1598,"Diesel",119
"1409",2143,"Diesel",122
"1410",2143,"Diesel",127
"1411",2143,"Diesel",112
"1412",2143,"Diesel",117
"1413",2143,"Diesel",113
"1414",2143,"Diesel",122
"1415",2143,"Diesel",127
"1416",2143,"Diesel",112
"1417",2143,"Diesel",112
"1418",2143,"Diesel",117
"1419",2143,"Diesel",124
"1420",2143,"Diesel",123
"1421",2143,"Diesel",123
"1422",2143,"Diesel",111
"1423",2143,"Diesel",126
"1424",2143,"Diesel",111
"1425",2143,"Diesel",126
"1426",2143,"Diesel",129
"1427",1950,"Diesel",119
"1428",1950,"Diesel",119
"1429",1950,"Diesel",112
"1430",1950,"Diesel",120
"1431",1950,"Diesel",120
"1432",1950,"Diesel",126
"1433",1950,"Diesel",129
"1434",1950,"Diesel",112
"1435",1950,"Diesel",120
"1436",1950,"Diesel",120
"1437",1950,"Diesel",112
"1438",1950,"Diesel",117
"1439",1950,"Diesel",120
"1440",1950,"Diesel",129
"1441",1950,"Diesel",129
"1442",1950,"Diesel",112
"1443",1950,"Diesel",112
"1444",2143,"Diesel",127
"1445",2143,"Diesel",130
"1446",2143,"Diesel",130
"1447",2143,"Diesel",115
"1448",2143,"Diesel",115
"1449",2143,"Diesel",127
"1450",2143,"Diesel",127
"1451",2143,"Diesel",130
"1452",2143,"Diesel",130
"1453",2143,"Diesel",127
"1454",2143,"Diesel",130
"1455",2143,"Diesel",115
"1456",2143,"Diesel",115
"1457",2143,"Diesel",127
"1458",2143,"Diesel",130
"1459",2143,"Diesel",129
"1460",2143,"Diesel",129
"1461",2143,"Diesel",129
"1462",2143,"Diesel",129
"1463",2143,"Diesel",129
"1464",2143,"Diesel",129
"1465",2143,"Diesel",114
"1466",2143,"Diesel",114
"1467",1995,"Diesel",112
"1468",1995,"Diesel",113
"1469",1995,"Diesel",113
"1470",1995,"Diesel",115
"1471",1995,"Diesel",115
"1472",1995,"Diesel",114
"1473",1995,"Diesel",119
"1474",1995,"Diesel",117
"1475",1995,"Diesel",122
"1476",1995,"Diesel",126
"1477",1995,"Diesel",129
"1478",1995,"Diesel",126
"1479",1995,"Diesel",127
"1480",1995,"Diesel",129
"1481",1995,"Diesel",130
"1482",1995,"Diesel",113
"1483",1995,"Diesel",115
"1484",1995,"Diesel",118
"1485",1995,"Diesel",120
"1486",1995,"Diesel",116
"1487",1995,"Diesel",118
"1488",1995,"Diesel",129
"1489",1995,"Diesel",121
"1490",1995,"Diesel",125
"1491",1598,"Diesel",111
"1492",1598,"Diesel",116
"1493",1598,"Diesel",123
"1494",1598,"Diesel",128
"1495",1995,"Diesel",119
"1496",1995,"Diesel",124
"1497",1995,"Diesel",126
"1498",1598,"Diesel",111
"1499",1598,"Diesel",116
"1500",1598,"Diesel",123
"1501",1598,"Diesel",128
"1502",1995,"Diesel",119
"1503",1995,"Diesel",124
"1504",1995,"Diesel",126
"1505",1560,"Diesel",119
"1506",1461,"Diesel",130
"1507",1461,"Diesel",130
"1508",1598,"Diesel",116
"1509",1598,"Diesel",120
"1510",1598,"Diesel",129
"1511",1598,"Diesel",122
"1512",1598,"Diesel",128
"1513",1598,"Diesel",129
"1514",1560,"Diesel",115
"1515",1560,"Diesel",113
"1516",1560,"Diesel",112
"1517",1560,"Diesel",114
"1518",1560,"Diesel",111
"1519",1560,"Diesel",114
"1520",1997,"Diesel",121
"1521",1997,"Diesel",114
"1522",1997,"Diesel",124
"1523",1997,"Diesel",112
"1524",1997,"Diesel",114
"1525",1560,"Diesel",115
"1526",1461,"Diesel",114
"1527",1598,"Diesel",114
"1528",1598,"Diesel",119
"1529",1598,"Diesel",122
"1530",1461,"Diesel",113
"1531",1461,"Diesel",117
"1532",1598,"Diesel",126
"1533",1598,"Diesel",129
"1534",1598,"Diesel",128
"1535",1598,"Diesel",120
"1536",1598,"Diesel",124
"1537",1598,"Diesel",116
"1538",1598,"Diesel",118
"1539",1968,"Diesel",130
"1540",1598,"Diesel",114
"1541",1598,"Diesel",113
"1542",1598,"Diesel",113
"1543",1598,"Diesel",114
"1544",1968,"Diesel",129
"1545",1968,"Diesel",112
"1546",1968,"Diesel",112
"1547",1968,"Diesel",120
"1548",1968,"Diesel",120
"1549",1968,"Diesel",118
"1550",1968,"Diesel",118
"1551",1968,"Diesel",112
"1552",1968,"Diesel",120
"1553",1968,"Diesel",118
"1554",1598,"Diesel",112
"1555",1598,"Diesel",111
"1556",1968,"Diesel",112
"1557",1968,"Diesel",112
"1558",1968,"Diesel",125
"1559",1968,"Diesel",125
"1560",1968,"Diesel",121
"1561",1968,"Diesel",121
"1562",1968,"Diesel",125
"1563",1422,"Diesel",112
"1564",1968,"Diesel",115
"1565",1968,"Diesel",117
"1566",1968,"Diesel",130
"1567",1968,"Diesel",120
"1568",1968,"Diesel",122
"1569",1968,"Diesel",129
"1570",1968,"Diesel",126
"1571",1968,"Diesel",117
"1572",1968,"Diesel",115
"1573",1968,"Diesel",117
"1574",1968,"Diesel",124
"1575",1968,"Diesel",115
"1576",1968,"Diesel",129
"1577",1598,"Diesel",112
"1578",1598,"Diesel",114
"1579",1968,"Diesel",125
"1580",1968,"Diesel",126
"1581",1968,"Diesel",125
"1582",1968,"Diesel",126
"1583",1968,"Diesel",114
"1584",1968,"Diesel",115
"1585",1968,"Diesel",124
"1586",1968,"Diesel",115
"1587",1598,"Diesel",111
"1588",1968,"Diesel",124
"1589",1968,"Diesel",125
"1590",1968,"Diesel",124
"1591",1968,"Diesel",125
"1592",1968,"Diesel",113
"1593",1968,"Diesel",114
"1594",1968,"Diesel",123
"1595",1968,"Diesel",114
"1596",1968,"Diesel",115
"1597",1968,"Diesel",118
"1598",1968,"Diesel",118
"1599",1597,"Diesel",113
"1600",1597,"Diesel",123
"1601",1597,"Diesel",113
"1602",1597,"Diesel",123
"1603",1597,"Diesel",113
"1604",1597,"Diesel",117
"1605",1597,"Diesel",127
"1606",1598,"Diesel",114
"1607",1598,"Diesel",111
"1608",1998,"Diesel",119
"1609",1998,"Diesel",119
"1610",1998,"Diesel",124
"1611",1998,"Diesel",120
"1612",1998,"Diesel",120
"1613",1998,"Diesel",124
"1614",1995,"Diesel",123
"1615",1995,"Diesel",124
"1616",1598,"Diesel",119
"1617",1598,"Diesel",119
"1618",1598,"Diesel",119
"1619",1598,"Diesel",111
"1620",1598,"Diesel",112
"1621",1598,"Diesel",122
"1622",1598,"Diesel",115
"1623",1598,"Diesel",115
"1624",1956,"Diesel",129
"1625",1598,"Diesel",114
"1626",1956,"Diesel",118
"1627",1956,"Diesel",118
"1628",1956,"Diesel",118
"1629",1598,"Diesel",129
"1630",1956,"Diesel",118
"1631",1956,"Diesel",118
"1632",1956,"Diesel",124
"1633",1598,"Diesel",114
"1634",1956,"Diesel",124
"1635",1598,"Diesel",116
"1636",1598,"Diesel",116
"1637",1598,"Diesel",114
"1638",1598,"Diesel",124
"1639",1598,"Diesel",114
"1640",1598,"Diesel",114
"1641",1598,"Diesel",114
"1642",1598,"Diesel",114
"1643",1598,"Diesel",114
"1644",1598,"Diesel",114
"1645",1598,"Diesel",124
"1646",1598,"Diesel",119
"1647",1598,"Diesel",119
"1648",1956,"Diesel",129
"1649",1956,"Diesel",129
"1650",1956,"Diesel",129
"1651",1968,"Diesel",116
"1652",1968,"Diesel",121
"1653",1968,"Diesel",113
"1654",1968,"Diesel",127
"1655",1968,"Diesel",126
"1656",1968,"Diesel",119
"1657",1968,"Diesel",119
"1658",1968,"Diesel",121
"1659",1968,"Diesel",116
"1660",1968,"Diesel",130
"1661",1968,"Diesel",129
"1662",1968,"Diesel",122
"1663",1968,"Diesel",120
"1664",1968,"Diesel",127
"1665",1968,"Diesel",127
"1666",1968,"Diesel",127
"1667",1968,"Diesel",118
"1668",1968,"Diesel",118
"1669",1968,"Diesel",118
"1670",1968,"Diesel",130
"1671",1968,"Diesel",130
"1672",1968,"Diesel",127
"1673",1968,"Diesel",127
"1674",1968,"Diesel",111
"1675",1968,"Diesel",111
"1676",1968,"Diesel",120
"1677",1968,"Diesel",120
"1678",1968,"Diesel",117
"1679",1968,"Diesel",117
"1680",1968,"Diesel",122
"1681",1968,"Diesel",116
"1682",1968,"Diesel",125
"1683",1968,"Diesel",119
"1684",1968,"Diesel",129
"1685",1968,"Diesel",122
"1686",1968,"Diesel",117
"1687",1968,"Diesel",117
"1688",1968,"Diesel",112
"1689",1968,"Diesel",112
"1690",1968,"Diesel",125
"1691",1968,"Diesel",125
"1692",1968,"Diesel",129
"1693",1968,"Diesel",120
"1694",1968,"Diesel",117
"1695",1968,"Diesel",117
"1696",1968,"Diesel",113
"1697",1968,"Diesel",111
"1698",1968,"Diesel",111
"1699",1968,"Diesel",130
"1700",1968,"Diesel",130
"1701",1968,"Diesel",124
"1702",1968,"Diesel",124
"1703",1968,"Diesel",115
"1704",1968,"Diesel",113
"1705",1968,"Diesel",113
"1706",1968,"Diesel",112
"1707",1968,"Diesel",112
"1708",1968,"Diesel",111
"1709",1968,"Diesel",121
"1710",1968,"Diesel",120
"1711",1968,"Diesel",130
"1712",1968,"Diesel",113
"1713",1968,"Diesel",113
"1714",1968,"Diesel",124
"1715",1968,"Diesel",124
"1716",1968,"Diesel",121
"1717",1968,"Diesel",121
"1718",1968,"Diesel",111
"1719",1968,"Diesel",111
"1720",1968,"Diesel",120
"1721",1968,"Diesel",120
"1722",1968,"Diesel",112
"1723",1968,"Diesel",112
"1724",1968,"Diesel",121
"1725",1968,"Diesel",121
"1726",1968,"Diesel",118
"1727",1968,"Diesel",118
"1728",1968,"Diesel",119
"1729",1968,"Diesel",119
"1730",1968,"Diesel",119
"1731",1968,"Diesel",119
"1732",1968,"Diesel",119
"1733",1968,"Diesel",119
"1734",1968,"Diesel",119
"1735",1968,"Diesel",125
"1736",1968,"Diesel",125
"1737",1968,"Diesel",125
"1738",1968,"Diesel",125
"1739",1968,"Diesel",125
"1740",1968,"Diesel",124
"1741",1968,"Diesel",124
"1742",1968,"Diesel",124
"1743",1968,"Diesel",124
"1744",1968,"Diesel",124
"1745",1968,"Diesel",130
"1746",1968,"Diesel",130
"1747",1968,"Diesel",130
"1748",1968,"Diesel",130
"1749",1968,"Diesel",123
"1750",1968,"Diesel",129
"1751",1968,"Diesel",129
"1752",1968,"Diesel",129
"1753",1968,"Diesel",129
"1754",1968,"Diesel",125
"1755",1968,"Diesel",123
"1756",1968,"Diesel",125
"1757",1968,"Diesel",125
"1758",1968,"Diesel",125
"1759",1598,"Diesel",111
"1760",1598,"Diesel",111
"1761",1598,"Diesel",111
"1762",1598,"Diesel",116
"1763",1598,"Diesel",116
"1764",1598,"Diesel",116
"1765",1598,"Diesel",112
"1766",1598,"Diesel",112
"1767",1598,"Diesel",112
"1768",1598,"Diesel",119
"1769",1598,"Diesel",119
"1770",1598,"Diesel",119
"1771",1968,"Diesel",120
"1772",1968,"Diesel",121
"1773",1968,"Diesel",121
"1774",1968,"Diesel",120
"1775",1968,"Diesel",120
"1776",1968,"Diesel",119
"1777",1968,"Diesel",119
"1778",1968,"Diesel",120
"1779",1968,"Diesel",125
"1780",1968,"Diesel",125
"1781",1968,"Diesel",122
"1782",1968,"Diesel",114
"1783",1968,"Diesel",124
"1784",1968,"Diesel",124
"1785",1969,"Diesel",113
"1786",1969,"Diesel",113
"1787",1969,"Diesel",113
"1788",1969,"Diesel",113
"1789",1969,"Diesel",113
"1790",1969,"Diesel",113
"1791",1969,"Diesel",116
"1792",1969,"Diesel",127
"1793",1969,"Diesel",116
"1794",1969,"Diesel",127
"1795",1969,"Diesel",112
"1796",1969,"Diesel",112
"1797",1969,"Diesel",111
"1798",1969,"Diesel",111
"1799",1969,"Diesel",111
"1800",1696,"Diesel",120
"1801",1969,"Diesel",116
"1802",1969,"Diesel",111
"1803",1969,"Diesel",120
"1804",1969,"Diesel",114
"1805",1969,"Diesel",114
"1806",1969,"Diesel",114
"1807",1969,"Diesel",114
"1808",1969,"Diesel",111
"1809",1969,"Diesel",120
"1810",1969,"Diesel",116
"1811",1969,"Diesel",111
"1812",1969,"Diesel",120
"1813",1969,"Diesel",119
"1814",1969,"Diesel",129
"1815",1969,"Diesel",116
"1816",1969,"Diesel",127
"1817",1969,"Diesel",117
"1818",1969,"Diesel",124
"1819",1968,"Diesel",132
"1820",1968,"Diesel",132
"1821",1968,"Diesel",134
"1822",1968,"Diesel",137
"1823",1968,"Diesel",131
"1824",1968,"Diesel",132
"1825",1968,"Diesel",134
"1826",2967,"Diesel",137
"1827",2967,"Diesel",141
"1828",2967,"Diesel",143
"1829",2967,"Diesel",139
"1830",2967,"Diesel",143
"1831",2967,"Diesel",146
"1832",2967,"Diesel",139
"1833",2967,"Diesel",142
"1834",2967,"Diesel",134
"1835",2967,"Diesel",137
"1836",2967,"Diesel",134
"1837",2967,"Diesel",137
"1838",2967,"Diesel",149
"1839",2967,"Diesel",149
"1840",1968,"Diesel",132
"1841",1968,"Diesel",133
"1842",1968,"Diesel",134
"1843",1968,"Diesel",138
"1844",2967,"Diesel",138
"1845",2967,"Diesel",140
"1846",2967,"Diesel",143
"1847",2967,"Diesel",138
"1848",2967,"Diesel",140
"1849",2967,"Diesel",144
"1850",1968,"Diesel",133
"1851",2967,"Diesel",132
"1852",2967,"Diesel",135
"1853",2967,"Diesel",138
"1854",2967,"Diesel",133
"1855",2967,"Diesel",135
"1856",2967,"Diesel",138
"1857",2967,"Diesel",138
"1858",2967,"Diesel",141
"1859",2967,"Diesel",141
"1860",2967,"Diesel",138
"1861",2967,"Diesel",142
"1862",2967,"Diesel",142
"1863",2967,"Diesel",149
"1864",1968,"Diesel",131
"1865",1968,"Diesel",131
"1866",1968,"Diesel",133
"1867",1968,"Diesel",140
"1868",1968,"Diesel",132
"1869",1968,"Diesel",138
"1870",1968,"Diesel",136
"1871",1968,"Diesel",139
"1872",1968,"Diesel",144
"1873",1968,"Diesel",138
"1874",1968,"Diesel",140
"1875",1968,"Diesel",146
"1876",1968,"Diesel",132
"1877",1968,"Diesel",133
"1878",1968,"Diesel",136
"1879",2967,"Diesel",150
"1880",1995,"Diesel",134
"1881",1995,"Diesel",133
"1882",1995,"Diesel",136
"1883",1995,"Diesel",135
"1884",1995,"Diesel",138
"1885",2993,"Diesel",137
"1886",2993,"Diesel",139
"1887",2993,"Diesel",144
"1888",2993,"Diesel",146
"1889",2993,"Diesel",149
"1890",1995,"Diesel",132
"1891",2993,"Diesel",131
"1892",2993,"Diesel",139
"1893",2993,"Diesel",145
"1894",1995,"Diesel",133
"1895",2993,"Diesel",135
"1896",2993,"Diesel",138
"1897",2993,"Diesel",145
"1898",1995,"Diesel",134
"1899",1995,"Diesel",132
"1900",1995,"Diesel",138
"1901",1995,"Diesel",137
"1902",1995,"Diesel",143
"1903",2993,"Diesel",144
"1904",1995,"Diesel",131
"1905",1995,"Diesel",136
"1906",2993,"Diesel",134
"1907",2993,"Diesel",142
"1908",2993,"Diesel",147
"1909",2993,"Diesel",139
"1910",2993,"Diesel",145
"1911",2993,"Diesel",150
"1912",1995,"Diesel",148
"1913",1995,"Diesel",144
"1914",1995,"Diesel",149
"1915",1995,"Diesel",134
"1916",1995,"Diesel",133
"1917",1995,"Diesel",139
"1918",2993,"Diesel",134
